x,y,z
2250,2420,1235.208008
2250,2420,473.423985
2250,2420,1122.084855
2250,2420,167.351004
2250,2420,537.319181
2250,2420,585.890062
2250,2420,452.361697
2250,2420,605.07586
2250,2420,668.444947
2250,2420,1139.59846
2250,2420,158.897773
2250,2420,267.235462
2250,2420,140.826738
2250,2420,769.075646
2250,2420,45.673299
2250,2420,249.84461
2250,2420,1194.734568
2250,2420,743.788272
2250,2420,994.779619
2250,2420,1148.539954
2250,2420,1040.971035
2250,2420,207.618194
2250,2420,123.782969
2250,2420,803.495303
2250,2420,559.008166
2250,2420,492.852513
2250,2420,817.211593
2250,2420,729.221203
2250,2420,1012.851139
2250,2420,108.639515
2250,2420,917.839079
2250,2420,1176.778515
2250,2420,1315.267607
2250,2420,509.344155
2250,2420,1220.153427
2250,2420,788.93943
2250,2420,843.748657
2250,2420,66.16801
2250,2420,830.146217
2250,2420,95.506669
2250,2420,221.602795
2250,2420,293.887718
2250,2420,322.949522
2250,2420,1086.198895
2250,2420,360.960439
2250,2420,619.387132
2250,2420,1303.038086
2250,2420,422.770373
2250,2420,373.232924
2250,2420,189.458351
2250,2420,81.569404
2250,2420,1027.20534
2250,2420,1058.780161
2250,2420,880.697139
2250.0,2420,867.8976
2250,2420,26.651287
2250,2420,654.256395
2250,2420.0,1241.295265
2250,2420,1355.466691
2250,2420,942.141015
2250,2420,397.490676
2250,2420,281.100288
2250,2420,0.133645
2250,2420,1161.458575
2250,2420,386.218997
2250,2420,435.405396
2250,2420,1266.227002
2250,2420,905.956944
2250,2420,14.816298
2250,2420,232.878993
2250,2420,643.32863
2250,2420,1207.736778
2250,2420,1255.219032
2250,2420,695.420606
2250,2420,631.611479
2250,2420,1326.596834
2250,2420,40.222242
2250,2420,893.650214
2250,2420,1127.41792
2250,2420,978.084153
2250,2420,59.999142
2250,2420,311.115821
2250,2420,410.509012
2250,2420,335.85429
2250,2420,598.758673
2250,2420,523.420878
2250,2420,1073.253511
2250,2420,1291.253723
2250,2420,1189.229478
2250,2420,456.509545
2250,2420,772.692217
2250,2420,989.807369
2250,2420,467.350862
2250,2420,1097.723051
2250,2420,136.464733
2250,2420,201.327689
2250,2420,955.377763
2250,2420,244.436432
2250,2420,1165.216252
2250,2420,1116.385852
2250,2420,543.491703
2250,2420,783.801608
2250,2420,505.289303
2250,2420,681.29318
2250,2420,563.405735
2250,2420,573.379236
2250,2420,716.486914
2250,2420,1279.442817
2250,2420,553.318704
2250,2420,346.417895
2250,2420,929.076175
2250,2420,1054.420371
2250,2420,154.873895
2250,2420,854.650542
2250,2420,50.581909
2250,2420,30.883418
2250,2420,1062.362645
2250,2420,478.492676
2250,2420,487.886895
2250,2420,298.215308
2250,2420,439.229396
2250,2420,1344.39738
2250,2420,1037.325667
2250,2420,533.606624
2250,2420,263.15296
2250,2420,356.978137
2250,2420,1143.765829
2250,2420,968.308248
2250,2420,765.023166
2250,2420,756.004241
2250,2420,1045.434857
2250,2420,4.733422
2250,2420,306.698339
2250,2420,69.573054
2250,2420,271.70157
2250,2420,964.617463
2250,2420,253.640881
2250,2420,634.85939
2250,2420,512.83112
2250,2420,77.549669
2250,2420,401.300902
2250,2420,1173.016062
2250,2420,1250.8381
2250,2420,673.083714
2250,2420,740.136584
2250,2420,1231.443446
2250,2420,520.05143
2250,2420,582.343356
2250,2420,1337.744548
2250,2420.0,932.541967
2250,2420,144.589718
2250,2420,163.958712
2250,2420,705.866461
2250,2420,119.036608
2250,2420,799.791491
2250,2420,998.208446
2250,2420,127.353314
2250,2420,909.257939
2250,2420,319.771892
2250,2420,425.896109
2250,2420,665.185992
2250,2420,179.540984
2250,2420,946.537376
2250,2420,1107.222962
2250,2420,105.501465
2250,2420,17.878936
2250,2420,1023.218582
2250,2420,570.059915
2250,2420,1001.619992
2250,2420,615.376044
2250,2420,376.509323
2250,2420,725.670099
2250,2420,332.73887
2250,2420,383.269003
2250,2420,210.99296
2250,2420,1358.693373
2250,2420,1197.847879
2250,2420,364.183341
2250,2420,692.134619
2250,2420,448.800943
2250,2420,497.135554
2250,2420,1082.460001
2250,2420,589.894178
2250,2420,1135.867071
2250,2420,1151.888513
2250,2420,1330.166329
2250,2420,840.720083
2250,2420,1180.134141
2250,2420,657.30775
2250,2420,828.12063
2250,2420,284.279107
2250,2420,975.222619
2250,2420,1222.907848
2250,2420,863.94542
2250,2420,1029.906345
2250,2420,204.761174
2250,2420,90.664659
2250,2420,171.753514
2250,2420,820.281176
2250,2420,1069.292033
2250,2420,218.489274
2250,2420,343.338864
2250,2420,903.616143
2250,2420,939.314052
2250,2420,98.152797
2250,2420,980.807997
2250,2420,193.528626
2250,2420,1100.745151
2250,2420,602.258821
2250,2420,1244.17415
2250,2420,1270.285368
2250,2420,1352.386657
2250,2420,1238.257861
2250,2420,847.153852
2250,2420,1216.74954
2250,2420,870.970656
2250,2420,349.738295
2250,2420,84.771966
2250,2420,112.03406
2250,2420,1015.495288
2250,2420,1009.50871
2250,2420,685.234311
2250,2420,369.870836
2250,2420,540.721977
2250,2420,185.873867
2250,2420,719.413349
2250,2420,713.238363
2250,2420,792.232791
2250,2420,1263.766168
2250,2420,1119.139027
2250,2420,834.244889
2250,2420,394.631462
2250,2420,1089.863751
2250,2420,776.388729
2250,2420,607.667942
2250,2420,697.796956
2250,2420,896.369077
2250,2420,133.6062
2250,2420,732.183262
2250,2420,62.864583
2250,2420,1186.4269
2250,2420,23.512885
2250,2420,445.981405
2250,2420,432.457306
2250,2420,877.980798
2250,2420,747.855381
2250,2420,814.256241
2250,2420,11.451312
2250,2420,419.548578
2250,2420,883.832009
2250,2420,246.902734
2250,2420,224.43471
2250,2420,470.13895
2250,2420,1300.3029
2250,2420,313.765507
2250,2420,952.947007
2250,2420,235.069743
2250,2420,1324.32523
2250,2420,986.511641
2250,2420,1276.097241
2250,2420,278.488742
2250,2420,762.360088
2250,2420,1146.292224
2250,2420,915.143503
2250,2420,622.230173
2250,2420,992.333853
2250,2420,640.63416
2250.0,2420,57.299582
2250,2420,786.174295
2250,2420,413.441788
2250,2420,121.658307
2250,2420,807.727412
2250,2420,503.283858
2250,2420,703.519791
2250,2420,595.896405
2250,2420,920.873836
2250,2420,338.065975
2250,2420,464.169096
2250,2420,753.924438
2250,2420,407.663132
2250,2420,628.728058
2250,2420,1124.829877
2250,2420,37.534684
2250,2420,957.678548
2250,2420,1192.406788
2250,2420,43.13699
2250,2420,555.517939
2250,2420,326.755339
2250,2420,92.922496
2250,2420,1306.044577
2250,2420,575.901621
2250,2420,545.879756
2250,2420,1159.020447
2250,2420,1287.078191
2250,2420,610.161309
2250,2420,1129.731572
2250,2420,169.405161
2250,2420,679.06559
2250,2420,354.991231
2250,2420,1170.909916
2250,2420,489.912961
2250,2420,1047.430128
2250,2420,290.628575
2250,2420,1257.880974
2250,2420,888.6777
2250,2420,757.992192
2250,2420,738.075461
2250,2420,1311.699034
2250,2420,1039.216835
2250,2420,1075.508468
2250,2420,1317.679575
2250,2420,255.911939
2250,2420,780.861465
2250,2420,646.415054
2250,2420,295.903571
2250,2420,1281.417478
2250,2420,48.581034
2250,2420,1178.404045
2250,2420,707.676378
2250,2420,891.09933
2250,2420,826.10718
2250,2420,1200.238629
2250,2420,526.12766
2250,2420,1293.678851
2250,2420,1268.276355
2250,2420,241.055436
2250,2420,71.423727
2250,2420,857.404575
2250,2420,683.25912
2250,2420,1346.363662
2250,2420,1064.472872
2250,2420,560.839864
2250,2420,1021.409932
2250,2420,658.99499
2250,2420,358.730906
2250,2420,1205.682051
2250,2420,966.127651
2250,2420,530.489477
2250,2420,459.502095
2250,2420,304.614932
2250,2420,944.763959
2250,2420,2.294822
2250,2420,485.449162
2250,2420,580.600172
2250,2420.0,1052.10673
2250,2420,273.713483
2250,2420,237.250713
2250,2420,591.612016
2250,2420,146.80705
2250,2420,387.97236
2250,2420,417.766608
2250,2420,301.376789
2250,2420,852.903883
2250,2420,187.575358
2250,2420,1017.611288
2250,2420,437.255023
2250,2420,261.122202
2250,2420,52.429547
2250,2420,901.242883
2250,2420,476.033427
2250,2420.0,588.208843
2250,2420,1233.448226
2250,2420,309.142745
2250,2420,797.770824
2250,2420,1095.63976
2250,2420,139.011642
2250,2420,113.977381
2250,2420,480.305535
2250,2420,926.760071
2250,2420,1043.470992
2250,2420,624.081798
2250,2420,1113.85958
2250,2420,550.8521
2250,2420,151.644064
2250,2420,378.405377
2250,2420,454.002102
2250,2420,1163.256766
2250,2420,229.983408
2250,2420,711.551863
2250,2420,1360.837886
2250,2420,177.347415
2250,2420,197.873956
2250,2420,1209.874955
2250,2420,745.764619
2250,2420,1229.176194
2250,2420,1077.111305
2250,2420,161.078946
2250,2420,812.528312
2250,2420,103.923998
2250,2420,1010.902708
2250,2420,671.40419
2250,2420,651.166798
2250,2420,1253.128852
2250,2420,265.013861
2250,2420,288.622523
2250,2420,1319.310102
2250,2420,1328.274846
2250,2420,29.082282
2250,2420,495.296006
2250,2420,1141.558796
2250,2420,1224.973252
2250,2420,922.837567
2250,2420,774.61062
2250,2420,1031.755038
2250,2420,142.672771
2250,2420,521.805963
2250,2420,1080.560796
2250,2420,269.703185
2250,2420,865.885895
2250,2420,1137.910084
2250,2420,427.717378
2250,2420,507.196479
2250,2420,674.75598
2250,2420,1175.056711
2250,2420,441.258887
2250,2420,325.13369
2250,2420,1084.733532
2250,2420,1109.372311
2250,2420,1357.060567
2250,2420,934.567103
2250,2420,1153.668338
2250,2420,1003.821352
2250,2420,212.715761
2250,2420,805.680182
2250,2420,381.668675
2250,2420,1007.367359
2250,2420,33.125017
2250,2420,1056.642688
2250,2420,970.155444
2250,2420,727.590608
2250,2420,1342.759908
2250,2420,83.204995
2250,2420,75.626035
2250,2420,518.151705
2250,2420.0,191.130787
2250,2420,1289.057527
2250,2420,988.09762
2250,2420,831.807435
2250,2420,794.02061
2250,2420,666.965582
2250,2420,951.524839
2250,2420,157.420346
2250,2420,424.181853
2250,2420,1285.721329
2250,2420,948.140752
2250,2420,79.673896
2250,2420.0,199.722027
2250,2420,248.373504
2250,2420,1214.618398
2250,2420,406.267603
2250,2420,321.374895
2250,2420,125.659346
2250,2420,1239.788952
2250,2420,110.100288
2250,2420,583.944646
2250,2420,822.623931
2250,2420,1157.159431
2250,2420,117.388083
2250,2420,655.708237
2250,2420,876.407276
2250,2420,1335.268492
2250,2420,557.126012
2250,2420,985.062548
2250,2420,600.834742
2250,2420,402.981326
2250,2420,767.23917
2250,2420,855.999505
2250,2420,371.236129
2250,2420,1339.58569
2250,2420,511.018367
2250,2420,1248.739006
2250,2420,742.278124
2250,2420,1025.118968
2250,2420,1071.356686
2250,2420,1181.949198
2250,2420,617.675182
2250,2420,450.662282
2250,2420,242.590424
2250,2420,129.010867
2250,2420,910.788152
2250,2420,1350.84116
2250,2420,919.343864
2250,2420,1134.012237
2250,2420,842.013934
2250,2420,374.787348
2250,2420,930.969557
2250,2420,959.140662
2250,2420,181.203426
2250,2420,6.390085
2250,2420,365.581555
2250,2420,251.424413
2250,2420,845.440436
2250,2420,1298.6097
2250,2420,663.491495
2250,2420,216.91048
2250,2420,13.292393
2250.0,2420,99.827668
2250,2420,1196.204697
2250,2420,714.887722
2250,2420,68.418898
2250,2420,999.828111
2250,2420,421.006317
2250,2420,547.367917
2250,2420,565.128155
2250,2420,1242.566159
2250,2420,206.313915
2250,2420,1211.367428
2250,2420,801.562104
2250,2420,292.38819
2250,2420,535.698125
2250,2420,1088.23413
2250,2420,571.900542
2250,2420,47.121548
2250,2420,328.263819
2250,2420,996.485739
2250,2420,107.0513
2250,2420,962.439243
2250,2420,285.823929
2250,2420,165.613938
2250,2420,633.296026
2250,2420,1099.032533
2250,2420,153.208896
2250,2420,465.585928
2250,2420,791.102222
2250,2420,1035.62583
2250,2420,399.750627
2250,2420,531.830917
2250,2420,41.618095
2250,2420,1331.530529
2250,2420,1278.137969
2250.0,2420,835.395942
2250,2420,687.45871
2250,2420,25.263127
2250,2420,390.045995
2250,2420,851.227354
2250,2420,1167.187043
2250,2420,752.327472
2250,2420,393.182415
2250,2420,173.262991
2250,2420,348.180062
2250,2420,209.487703
2250,2420,282.73103
2250,2420,862.29914
2250,2420,907.371642
2250,2420,613.989988
2250,2420,59.00484
2250,2420,979.378303
2250,2420,1221.327398
2250,2420,724.355032
2250,2420,1304.724429
2250,2420,1256.576277
2250,2420,1245.520904
2250,2420,433.783872
2250,2420,345.017826
2250,2420,872.969956
2250,2420,501.491604
2250,2420,220.375066
2250,2420,973.626682
2250,2420,630.112251
2250,2420,362.337653
2250,2420,38.956259
2250,2420,749.265062
2250,2420,699.279791
2250,2420,498.567468
2250,2420,1364.411574
2250,2420,652.902112
2250,2420,331.264838
2250,2420,334.099797
2250,2420,225.826482
2250,2420,514.472198
2250,2420,22.17553
2250,2420,869.493524
2250,2420,1105.372846
2250,2420,317.900229
2250,2420.0,1271.640575
2250,2420,351.535767
2250,2420,730.492041
2250,2420,1120.633453
2250,2420,1204.045174
2250,2420,916.56399
2250,2420,1068.211121
2250,2420,542.10996
2250,2420,86.180838
2250,2420,1091.202563
2250,2420,64.742146
2250,2420,1094.239067
2250,2420,627.349253
2250,2420,644.60088
2250,2420,1313.239471
2250,2420,898.013994
2250,2420,770.802756
2250,2420,787.599129
2250,2420,620.741994
2250,2420,1218.220406
2250,2420,447.512421
2250,2420,384.762922
2250,2420,458.053794
2250,2420,339.565068
2250,2420,940.75652
2250,2420,913.850602
2250,2420,214.009003
2250,2420,577.45743
2250,2420,299.812361
2250,2420,838.905488
2250,2420,1060.952175
2250,2420,184.496383
2250,2420,312.261994
2250,2420,257.18128
2250,2420,1295.297465
2250,2420,1307.420704
2250,2420,1102.236026
2250,2420,491.230403
2250,2420,982.107884
2250,2420,231.256527
2250,2420,1322.779568
2250,2420,1274.82719
2250,2420,1347.602399
2250,2420,96.687166
2250,2420,481.567893
2250,2420,1028.36494
2250,2420,1262.44475
2250,2420,16.704667
2250,2420,56.009246
2250,2420,460.7213
2250,2420,1236.91768
2250,2420,409.186362
2250,2420,647.930054
2250,2420,132.405924
2250,2420,1190.722067
2250,2420,1024.154866
2250,2420,538.582962
2250,2420,1126.020294
2250,2420,1310.347548
2250,2420,882.27915
2250,2420,89.585914
2250,2420,1115.170447
2250,2420,414.735419
2250,2420,693.832718
2250,2420,848.72617
2250,2420,134.941343
2250,2420,137.718237
2250,2420,276.951352
2250,2420,223.084463
2250,2420,544.674228
2250,2420,1188.034015
2250,2420,815.498105
2250,2420,395.862444
2250,2420,552.047891
2250,2420,690.618109
2250,2420,677.870798
2250,2420,1264.951615
2250,2420,616.500555
2250,2420,1292.290613
2250,2420,122.793004
2250,2420,733.699663
2250,2420,444.713028
2250,2420,821.437856
2250,2420,611.368738
2250,2420,315.023138
2250,2420,833.248568
2250,2420,1282.588039
2250,2420,597.175636
2250,2420,895.077861
2250,2420,568.498745
2250,2420,431.344696
2250,2420,1117.741692
2250,2420,78.63615
2250,2420,662.145663
2250,2420,717.857178
2250,2420,859.151041
2250,2420,1184.768874
2250,2420,818.94612
2250,2420,976.723266
2250,2420,67.466939
2250,2420,757.057105
2250,2420,782.355445
2250,2420,603.496258
2250,2420,1254.142189
2250,2420,696.780997
2250,2420,879.029621
2250,2420,259.808728
2250,2420,670.200571
2250,2420,527.919442
2250,2420,1354.182463
2250,2420,1002.788349
2250,2420,790.102011
2250,2420,359.797453
2250,2420,1059.848874
2250,2420,943.782566
2250,2420,889.880204
2250,2420,991.044475
2250,2420,484.007573
2250,2420,785.009619
2250,2420,342.039457
2250,2420,704.775554
2250,2420,1320.170812
2250,2420,1142.720981
2250,2420,1150.01999
2250,2420,202.589607
2250,2420,1230.318198
2250,2420,228.866681
2250,2420,236.141635
2250,2420,1014.097877
2250,2420,120.322713
2250,2420,809.073906
2250,2420,44.491184
2250,2420,594.489781
2250,2420,1301.862301
2250,2420,636.113264
2250,2420,368.313473
2250,2420,777.448928
2250,2420,245.564656
2250,2420,1020.388245
2250,2420,1252.049807
2250,2420,1128.557831
2250,2420,993.605837
2250,2420,1259.131473
2250,2420,159.903973
2250,2420,471.786066
2250,2420,1147.435954
2250,2420,32.043787
2250,2420,162.303193
2250,2420,7.399076
2250,2420,720.910712
2250,2420,938.241028
2250,2420,905.018653
2250,2420,19.412718
2250,2420,1226.049896
2250,2420,462.990533
2250,2420,10.010679
2250,2420,1193.350924
2250,2420,1055.61209
2250,2420,150.235928
2250,2420,1112.716506
2250,2420,3.403393
2250,2420,36.472216
2250,2420,279.508493
2250,2420,494.212304
2250,2420,638.95121
2250,2420,1131.187892
2250,2420,72.711962
2250,2420,827.167617
2250,2420,143.648951
2250,2420,411.495819
2250,2420,771.747692
2250,2420,1173.99554
2250,2420,176.167315
2250,2420,194.775678
2250,2420,1316.478231
2250,2420,53.681092
2250,2420,1314.282865
2250,2420,1345.350138
2250,2420,243.574469
2250,2420,708.905762
2250,2420,954.425696
2250,2420,902.395255
2250,2420,702.430772
2250,2420,100.800777
2250,2420,1049.171868
2250,2420,561.920179
2250,2420,388.9848
2250,2420,254.715651
2250,2420,755.027549
2250,2420,800.723487
2250,2420,1083.611501
2250,2420,455.393732
2250,2420,1042.253514
2250,2420,324.005214
2250,2420,608.623949
2250,2420,1123.166609
2250,2420,155.949496
2250,2420,486.781768
2250,2420,353.877661
2250,2420,524.911798
2250,2420,1108.391596
2250,2420,1332.857879
2250,2420,746.816488
2250,2420,61.832862
2250,2420,1249.724448
2250,2420,587.242438
2250,2420,1290.104445
2250,2420,233.950071
2250,2420,768.166188
2250,2420,266.034297
2250,2420,252.666954
2250,2420,760.997279
2250,2420,933.592631
2250,2420,794.889186
2250,2420,887.607892
2250,2420,758.991384
2250,2420,372.154371
2250,2420,737.028418
2250,2420,971.255664
2250,2420,477.486202
2250,2420,1361.824193
2250,2420,574.369734
2250,2420,684.396656
2250,2420,1046.402773
2250,2420,599.724508
2250,2420,504.280019
2250,2420,318.860558
2250,2420,963.429838
2250,2420,28.06109
2250,2420,590.808463
2250,2420,680.252262
2250,2420,892.049392
2250,2420,928.21413
2250,2420,606.096084
2250,2420,1012.015196
2250,2420,1349.947714
2250,2420,885.315357
2250,2420,741.278613
2250,2420,1267.232985
2250,2420,148.095908
2250,2420,1106.240973
2250,2420,93.98612
2250,2420,1110.633101
2250,2420,1145.295115
2250,2420,337.055193
2250,2420,1199.210147
2250,2420,170.607706
2250,2420,686.381439
2250,2420,1016.758426
2250,2420,203.480494
2250,2420,33.959232
2250,2420,1325.39872
2250,2420,309.946833
2250,2420,974.492716
2250,2420,642.069874
2250,2420,1288.209943
2250,2420,272.627239
2250,2420,554.479745
2250,2420,192.267268
2250,2420,308.037007
2250,2420,960.011909
2250,2420,168.24181
2250,2420,1208.8077
2250,2420,838.025967
2250,2420,355.900688
2250,2420,806.647776
2250,2420,196.801987
2250,2420,264.159605
2250,2420,1087.24731
2250,2420,508.400964
2250,2420,500.74044
2250,2420,1356.260185
2250,2420,166.508828
2250,2420,1247.86338
2250,2420,188.51787
2250,2420,723.331664
2250,2420,1269.470712
2250,2420,1201.355555
2250,2420,744.820476
2250,2420,779.797753
2250,2420,334.988559
2250,2420,239.818822
2250,2420,86.975513
2250,2420,1156.252546
2250,2420,1169.846271
2250,2420.0,182.188161
2250,2420,825.227992
2250,2420,773.613516
2250,2420,268.488922
2250,2420,1044.415013
2250,2420,412.45373
2250,2420,1053.43031
2250,2420,145.704776
2250,2420,669.278499
2250,2420,865.076408
2250,2420,91.924414
2250,2420,811.417622
2250,2420,496.23918
2250,2420,200.562821
2250,2420,442.098462
2250,2420,363.267026
2250,2420.0,305.461834
2250,2420,1359.594476
2250,2420,995.674735
2250,2420,488.95284
2250,2420,270.685289
2250,2420,1065.799402
2250,2420,1072.457863
2250,2420,726.676462
2250,2420,871.964332
2250,2420,734.780837
2250,2420,402.133311
2250,2420,796.712927
2250,2420,763.521167
2250,2420,1280.636937
2250,2420,1343.681198
2250,2420,804.847337
2250,2420,1137.033594
2250,2420,469.384213
2250,2420,474.317502
2250,2420,80.556368
2250,2420,1160.133904
2250,2420,828.960366
2250,2420,1048.32621
2250,2420,238.088731
2250,2420,659.954932
2250,2420,649.965901
2250,2420,1168.004733
2250,2420,274.687808
2250,2420,769.951915
2250,2420,387.153892
2250,2420,29.971538
2250,2420,558.07103
2250,2420,1336.82266
2250,2420,1215.631703
2250,2420,539.684822
2250,2420,710.643809
2250,2420,12.363688
2250,2420,549.679683
2250,2420,377.624012
2250,2420,1081.528031
2250,2420,1022.331175
2250,2420,398.903459
2250,2420,1038.200642
2250,2420,877.159312
2250,2420,1228.403842
2250,2420,1138.705278
2250,2420,118.153315
2250,2420,418.78862
2250,2420,1140.593263
2250,2420,921.823642
2250,2420,1196.905149
2250,2420,925.573545
2250,2420,74.892202
2250,2420,15.86444
2250,2420,1008.414116
2250,2420,766.145015
2250,2420,60.929266
2250,2420,592.533147
2250,2420,1063.275114
2250,2420,840.11889
2250,2420,428.633122
2250,2420,297.282706
2250,2420,506.18933
2250,2420,1158.172583
2250,2420,1004.661318
2250,2420,139.840473
2250,2420,559.799055
2250,2420,449.60061
2250,2420,1223.900157
2250,2420,1329.347473
2250,2420,798.940685
2250,2420,479.31386
2250,2420,565.998587
2250,2420,1151.029638
2250,2420,286.600658
2250,2420,651.96031
2250,2420,1.224033
2250,2420,126.400563
2250,2420,124.869103
2250,2420,1074.459213
2250,2420,58.321422
2250,2420,1078.08466
2250,2420,950.661309
2250,2420,672.235584
2250,2420,718.665383
2250,2420,623.22447
2250,2420,956.250045
2250,2420,1096.385141
2250,2420,320.509356
2250,2420,813.387212
2250,2420,208.604174
2250,2420,1057.683036
2250,2420,219.309063
2250,2420,1206.82812
2250,2420,128.218197
2250,2420,1030.807366
2250,2420,466.412449
2250,2420,866.969134
2250,2420,875.260697
2250,2420,113.166218
2250,2420,930.028043
2250,2420,102.841318
2250,2420,1164.342365
2250,2420,645.439585
2250,2420,1277.143401
2250,2420,575.154847
2250,2420,1203.309324
2250,2420,1179.119444
2250,2420,344.319282
2250,2420,76.741262
2250,2420,571.019209
2250,2420,967.222189
2250,2420,1353.384183
2250,2420,879.949923
2250,2420,1171.945632
2250,2420,231.981397
2250,2420,1217.457215
2250,2420,438.320736
2250,2420,116.404985
2250,2420,858.261179
2250,2420,802.683435
2250,2420,526.935579
2250,2420,534.908739
2250,2420,262.154131
2250,2420,586.563916
2250,2420,1177.561004
2250,2420,396.561738
2250,2420,664.407034
2250,2420,291.560445
2250,2420,366.431753
2250,2420,823.342989
2250,2420,816.324914
2250,2420,693.05658
2250,2420,632.432303
2250,2420,935.593051
2250,2420,842.949186
2250,2420,1338.803234
2250,2420,581.524015
2250,2420,731.43441
2250,2420.0,1234.202681
2250,2420,84.011797
2250,2420,350.506213
2250,2420,1034.716237
2250,2420,106.334296
2250,2420,588.888923
2250,2420,130.033103
2250,2420,289.446218
2250,2420,1070.132837
2250,2420,1162.377547
2250,2420,1261.680589
2250,2420,969.207741
2250,2420,111.103397
2250,2420,712.429771
2250,2420,1092.076571
2250,2420,114.922883
2250,2420,512.092332
2250,2420,775.395764
2250,2420,1051.005852
2250,2420,1133.28639
2250,2420,1294.405918
2250,2420,738.947688
2250,2420,961.682512
2250,2420,1134.767865
2250,2420,1026.018285
2250,2420,426.716667
2250,2420,283.498048
2250,2420,520.824867
2250,2420,1327.518881
2250,2420,49.527766
2250,2420,911.627927
2250,2420,682.083013
2250,2420,434.643071
2250,2420,375.619597
2250,2420,1296.1726
2250,2420,46.384659
2250,2420,1029.159809
2250,2420,1166.396894
2250,2420,636.869296
2250,2420,579.843114
2250,2420,300.819071
2250,2420,1243.436257
2250,2420,715.740588
2250,2420,634.101898
2250,2420,1204.860935
2250,2420,870.146915
2250,2420,1283.427512
2250,2420,451.573357
2250,2420,403.837459
2250,2420,1104.538261
2250,2420,613.35696
2250,2420,752.957844
2250,2420,863.116324
2250,2420,1222.165214
2250,2420,88.772428
2250,2420,307.378632
2250,2420,1198.509263
2250,2420,361.60425
2250,2420,937.421545
2250,2420,178.269712
2250,2420,675.638937
2250,2420,104.738645
2250,2420,347.293185
2250,2420,211.955904
2250,2420,953.647496
2250,2420,468.533887
2250,2420,425.142645
2250,2420,14.068984
2250,2420,515.456082
2250,2420,948.912345
2250,2420,836.267664
2250,2420,818.035743
2250,2420,584.667133
2250,2420,302.318083
2250,2420,532.846574
2250,2420,883.008876
2250,2420,595.218769
2250,2420,665.855912
2250,2420,1293.032174
2250,2420,868.797485
2250,2420,430.551272
2250,2420,141.704176
2250,2420,793.150339
2250,2420,1351.667919
2250,2420,1099.9752
2250,2420,728.549703
2250,2420,1303.691471
2250,2420,982.848119
2250,2420,852.070935
2250,2420,369.122831
2250,2420,1032.576303
2250.0,2420,436.443829
2250,2420,453.180154
2250,2420,440.223236
2250,2420,997.373324
2250,2420,1219.133603
2250,2420,163.108797
2250,2420,97.394582
2250,2420,295.074692
2250,2420,853.816487
2250,2420,1357.883907
2250,2420,516.979485
2250,2420,329.049707
2250,2420,673.921897
2250,2420,743.100152
2250,2420,564.084062
2250,2420,894.37783
2250,2420,897.224295
2250,2420,1126.751272
2250,2420,421.94308
2250,2420,24.505256
2250,2420,691.352785
2250,2420,689.65972
2250,2420,285.061995
2250,2420,881.532865
2250,2420,831.047307
2250,2420,156.700161
2250.0,2420,861.36232
2250,2420,1180.741787
2250,2420,1187.24969
2250,2420,186.824781
2250,2420,1301.043309
2250,2420,216.039512
2250,2420,63.769485
2250,2420,358.043043
2250,2420,1323.456584
2250,2420,1272.902699
